application_id,cid,loan_product_id,loan_amount,interest_rate,loan_term_months,credit_score,annual_income,debt_to_income_ratio,application_date,status
393,5098,6,91938,12.66,18,610,60204,0.6,2024-06-11,rejected
394,7118,16,257241,8.84,104,680,82527,0.12,2022-04-25,approved
395,8937,16,351768,4.69,47,625,44583,0.26,2025-01-20,rejected
396,3135,16,307975,5.65,106,686,35613,0.3,2024-12-08,approved
397,4053,8,34938,3.75,184,659,48621,0.15,2023-02-14,rejected
398,8268,7,295350,5.6,68,705,86419,0.39,2023-02-05,approved
399,5721,1,5407,14.53,49,738,32975,0.16,2023-12-02,rejected
400,6425,3,124700,4.19,325,705,45299,0.15,2023-08-06,approved
401,174,11,18266,5.33,50,658,63512,0.31,2023-10-27,approved
402,9719,20,49536,6.71,32,713,40063,0.58,2022-08-26,rejected
403,4732,11,33309,8.0,12,679,42483,0.41,2022-08-15,approved
404,3771,20,4189,13.0,17,751,68397,0.15,2023-09-10,approved
405,1953,4,16876,7.19,105,632,45786,0.57,2025-01-21,rejected
406,6435,8,46800,3.94,75,642,43072,0.49,2023-08-02,approved
407,7141,1,17370,8.35,53,659,67810,0.42,2022-11-24,approved
408,7194,5,68140,10.9,96,716,48801,0.38,2023-06-19,rejected
409,5618,19,8947,14.26,13,672,47080,0.13,2024-08-01,rejected
410,7461,19,1868,14.62,20,740,48173,0.49,2022-08-01,approved
411,5897,14,10162,11.93,16,687,59921,0.38,2024-03-30,rejected
412,1845,14,29063,11.18,31,703,51445,0.11,2023-10-16,approved
413,2277,16,496300,5.52,48,740,60215,0.22,2022-11-19,rejected
414,1255,20,34054,7.22,50,623,70273,0.25,2022-12-15,rejected
415,9110,6,95079,12.83,50,815,50662,0.29,2025-01-05,approved
416,1557,2,37195,5.7,80,741,40934,0.16,2024-10-01,rejected
417,9867,19,13938,14.77,13,711,60996,0.5,2022-05-09,approved
418,8842,4,10083,5.54,88,667,56713,0.2,2024-09-21,approved
419,7238,14,22575,5.62,20,676,93244,0.41,2023-04-04,approved
420,7612,1,28407,13.23,14,736,73013,0.43,2023-11-06,approved
421,364,17,106781,7.06,44,656,78870,0.26,2023-06-03,rejected
422,4109,3,140386,2.6,206,596,61593,0.18,2024-12-14,rejected
423,3708,8,26115,4.43,91,655,51199,0.22,2022-06-03,rejected
424,9814,11,43278,9.32,57,662,76165,0.38,2023-04-05,rejected
425,6763,18,29662,5.34,53,692,36921,0.24,2023-10-26,approved
426,2288,11,15181,11.15,49,710,53699,0.19,2023-05-07,rejected
427,5827,2,18517,3.94,49,579,50945,0.24,2023-06-29,rejected
428,4892,10,4941,13.81,7,704,75966,0.13,2024-10-21,approved
429,4281,1,9259,13.11,36,641,48511,0.36,2024-06-14,rejected
430,891,11,17445,14.43,51,695,86177,0.1,2023-07-12,approved
431,1108,8,6527,3.59,134,588,37483,0.12,2024-09-05,rejected
432,2480,13,8122,7.18,21,749,35157,0.41,2024-07-31,rejected
433,5216,2,40460,4.28,65,671,53535,0.19,2023-08-28,approved
434,1385,16,167059,8.08,24,662,53679,0.16,2025-03-19,rejected
435,8537,19,1685,6.17,10,688,46577,0.46,2024-11-10,rejected
436,6931,15,394346,4.8,292,689,14676,0.57,2023-01-19,rejected
437,820,11,41059,7.2,28,666,43261,0.45,2022-12-31,rejected
438,7295,20,6981,13.9,38,672,37927,0.5,2024-07-08,rejected
439,6947,17,172783,5.86,12,650,27255,0.44,2024-02-22,rejected
440,4785,19,7069,13.91,16,668,63075,0.32,2024-11-22,rejected
441,8645,1,5341,9.44,15,619,76178,0.34,2024-11-28,approved
442,3920,2,17163,4.33,57,644,42153,0.2,2024-03-26,rejected
443,5524,11,5823,5.54,16,622,62667,0.15,2025-02-26,approved
444,7625,18,9513,4.77,24,651,35615,0.1,2022-09-28,rejected
445,9215,19,3810,9.14,13,666,56746,0.3,2025-01-26,approved
446,175,5,132195,9.5,111,741,77279,0.32,2024-12-03,approved
447,1574,3,213082,2.82,205,731,62426,0.23,2022-07-26,rejected
448,478,8,31126,4.93,61,590,30864,0.47,2024-05-15,rejected
449,7326,12,38083,4.26,46,724,43039,0.36,2023-12-19,rejected
450,5566,2,22607,3.32,39,618,62370,0.34,2022-08-18,approved
451,7019,5,172399,11.43,92,663,42500,0.26,2024-11-22,approved
452,9482,3,256931,2.61,334,644,48952,0.45,2024-12-30,rejected
453,8160,16,220668,8.4,100,678,82588,0.34,2023-03-30,rejected
454,4935,14,21680,7.86,22,671,62312,0.18,2023-07-19,rejected
455,6392,1,22413,7.78,47,680,64357,0.22,2022-07-25,approved
456,7823,8,18381,4.03,63,628,34964,0.57,2023-11-07,approved
457,4039,11,40770,7.79,56,579,89962,0.35,2023-07-24,rejected
458,3763,2,16915,7.11,42,765,32109,0.33,2024-02-25,approved
459,6954,3,259990,3.84,189,658,43939,0.53,2024-09-08,rejected
460,3653,6,98642,10.17,23,725,30541,0.22,2024-09-24,approved
461,2550,11,32608,6.96,43,677,109461,0.17,2024-09-03,approved
462,1899,1,16668,10.44,42,713,22300,0.31,2022-03-28,rejected
463,291,8,46553,4.66,150,687,37650,0.53,2023-08-10,approved
464,742,13,5479,15.12,10,580,40449,0.56,2023-07-21,approved
465,4170,9,679462,2.85,129,596,36460,0.29,2024-06-27,rejected
466,2553,4,20716,6.27,54,660,37568,0.57,2025-03-16,approved
467,6336,15,429263,3.08,232,762,4221,0.38,2023-04-06,rejected
468,2643,19,8468,14.74,16,646,58239,0.56,2024-12-18,approved
469,7984,5,99267,7.37,95,687,30799,0.52,2022-04-25,approved
470,7711,17,27257,9.29,54,668,92755,0.24,2022-06-20,rejected
471,1963,12,14024,5.22,15,696,31246,0.14,2022-10-03,approved
472,6100,1,15693,6.86,21,725,56597,0.24,2023-06-06,rejected
473,9354,13,1061,16.0,17,647,45972,0.21,2022-09-08,approved
474,3128,12,19854,6.99,25,771,64969,0.44,2023-10-03,approved
475,2767,18,26963,4.43,38,624,45303,0.12,2024-10-12,approved
476,5505,17,194804,6.22,39,641,31100,0.36,2023-06-13,rejected
477,8115,8,39740,5.1,190,739,63186,0.59,2023-07-05,approved
478,749,4,11326,4.34,66,805,38978,0.42,2025-01-14,approved
479,6210,13,5037,9.71,23,718,24789,0.45,2024-12-28,approved
480,2701,8,36752,7.34,223,630,74479,0.1,2022-08-02,approved
481,6722,13,9184,14.98,16,631,72861,0.38,2024-07-13,approved
482,1057,6,102648,10.36,12,647,71737,0.4,2023-05-21,approved
483,2105,5,116078,9.31,69,726,3241,0.32,2023-11-04,rejected
484,7809,18,47563,6.74,27,733,22850,0.2,2023-05-12,rejected
485,5318,16,478253,6.37,55,612,23173,0.35,2024-04-28,rejected
486,4881,7,136269,7.37,25,709,28065,0.43,2022-07-14,rejected
487,3519,20,13121,7.98,31,651,19333,0.23,2023-02-20,approved
488,9058,20,40076,6.72,14,718,61857,0.24,2025-02-21,rejected
489,754,15,323661,4.15,257,753,66843,0.48,2023-08-01,rejected
490,7667,17,67250,5.58,46,699,46438,0.54,2024-05-03,approved
491,5537,18,8921,3.28,42,625,36079,0.34,2024-01-29,approved
492,7379,1,19417,8.89,29,653,59297,0.28,2023-03-13,rejected
493,5015,2,24447,5.29,81,704,47788,0.34,2022-12-03,rejected
494,5354,2,24162,5.76,46,672,66455,0.5,2025-01-31,approved
495,9577,9,756676,2.73,123,668,56051,0.45,2023-11-11,approved
496,8967,1,22481,9.51,54,615,15808,0.55,2023-03-02,rejected
497,4045,3,161901,3.49,329,719,37340,0.28,2024-10-25,approved
498,6372,5,113336,9.21,102,695,-4248,0.55,2022-09-12,rejected
499,5441,12,26153,4.5,45,719,30692,0.51,2023-02-05,rejected
500,9695,14,26618,10.1,29,735,40752,0.12,2025-03-01,rejected
501,6529,8,33883,5.95,99,629,30765,0.58,2022-12-30,approved
502,6202,4,18675,8.39,100,722,58752,0.19,2024-11-22,rejected
503,8690,20,15908,8.07,33,610,42343,0.33,2023-09-10,approved
504,3881,11,37716,6.8,44,691,46515,0.48,2023-06-28,rejected
505,5771,9,935568,4.63,340,641,65444,0.46,2023-06-20,rejected
506,174,3,167618,4.84,201,658,63512,0.2,2023-11-08,approved
507,375,17,98862,6.96,49,612,62790,0.46,2022-06-17,rejected
508,5864,5,42247,9.37,98,702,4565,0.19,2023-12-04,rejected
509,4984,11,20349,12.96,51,590,32887,0.59,2024-09-06,approved
510,5562,2,12191,6.11,45,739,10218,0.22,2024-01-19,approved
511,1917,13,3133,8.51,15,686,38120,0.31,2024-11-08,approved
512,2049,14,24300,5.53,14,677,71437,0.54,2023-05-16,approved
513,7675,8,24928,6.44,131,696,68673,0.27,2024-11-24,approved
514,4494,19,2301,6.65,6,719,69479,0.29,2023-01-12,approved
515,8994,19,8713,13.76,15,732,57603,0.58,2022-08-24,approved
516,6013,12,19604,9.76,15,691,51144,0.46,2023-08-29,approved
517,6941,11,28254,9.67,29,668,56476,0.6,2024-07-23,rejected
518,8056,5,47076,9.29,43,770,51430,0.52,2025-02-28,approved
519,1047,17,19775,7.36,36,742,39000,0.44,2024-12-16,approved
520,6931,5,22058,9.57,70,689,14676,0.29,2024-05-16,rejected
521,8372,13,6597,14.42,12,714,64807,0.47,2022-08-01,approved
522,5483,19,3972,11.25,16,673,64683,0.37,2023-03-18,approved
523,41,16,310745,6.63,39,746,37337,0.28,2024-03-14,rejected
524,4464,12,8913,8.32,44,732,74126,0.21,2022-06-12,approved
525,147,3,392297,3.66,302,706,81594,0.24,2023-10-04,approved
526,4650,11,31167,10.27,18,622,26985,0.21,2023-05-19,rejected
527,8010,4,28683,8.35,38,681,50649,0.59,2022-10-15,approved
528,1080,15,280916,4.4,105,776,21274,0.32,2024-04-04,rejected
529,2904,18,17392,4.71,47,684,67257,0.3,2023-11-08,approved
530,8254,4,19587,7.99,66,688,22741,0.49,2024-08-26,rejected
531,1687,7,179853,7.93,40,726,58574,0.56,2022-05-25,approved
532,314,12,24092,6.8,30,706,35777,0.15,2023-06-22,rejected
533,4313,5,144804,10.69,16,723,56394,0.32,2024-04-12,approved
534,9765,18,47031,5.26,58,626,81830,0.13,2022-11-28,approved
535,5999,20,30373,9.58,51,721,20478,0.55,2022-09-01,rejected
536,5945,17,52352,8.58,44,719,50935,0.23,2024-09-25,approved
537,8242,20,1204,11.22,33,753,48487,0.36,2024-02-02,rejected
538,2632,17,18097,7.65,50,625,75465,0.3,2022-07-01,rejected
539,3728,12,30831,4.13,15,658,58555,0.43,2025-01-01,rejected
540,7688,6,104563,12.39,18,782,76923,0.59,2023-05-13,approved
541,5635,5,87559,10.98,71,720,106527,0.6,2023-02-05,approved
542,5858,17,83837,8.08,34,696,55065,0.36,2024-11-05,rejected
543,5422,17,88213,5.04,35,690,51720,0.22,2024-04-17,rejected
544,2252,10,2440,14.23,24,703,52298,0.23,2024-01-22,approved
545,3315,2,17065,4.76,47,739,57081,0.32,2025-03-15,rejected
546,3888,13,8294,7.85,6,760,35220,0.29,2023-05-25,approved
547,2800,6,141691,11.41,60,709,49043,0.32,2022-10-13,rejected
548,5873,17,58459,9.6,49,680,44192,0.15,2022-06-25,rejected
549,846,9,819888,3.82,223,657,64011,0.15,2023-09-20,rejected
550,3537,20,1849,7.01,40,708,32022,0.19,2022-07-23,approved
551,7062,5,112350,5.16,108,688,18353,0.53,2024-02-19,rejected
552,8507,7,291196,6.9,56,722,51756,0.54,2024-08-30,rejected
553,1547,5,26770,11.15,31,661,50403,0.19,2023-04-11,rejected
554,7286,17,128322,8.69,21,720,56597,0.43,2022-10-22,approved
555,1407,18,11502,4.43,37,675,35811,0.39,2023-08-07,approved
556,8441,15,221293,2.99,295,639,20279,0.57,2023-10-18,rejected
557,6000,1,20794,8.47,51,596,45717,0.58,2024-02-05,rejected
558,1765,6,55837,10.29,16,632,39915,0.38,2024-03-24,approved
559,1120,4,37720,5.6,47,661,55143,0.51,2023-02-28,approved
560,1264,3,396984,3.65,300,648,86277,0.59,2024-05-30,rejected
561,9485,17,174707,6.11,39,688,79837,0.46,2024-06-28,approved
562,4808,13,3785,15.68,17,644,44527,0.35,2024-07-15,rejected
563,4796,4,24454,9.73,39,661,62904,0.14,2023-02-12,approved
564,2491,18,5744,3.17,26,762,60640,0.44,2022-06-06,approved
565,5734,11,16701,6.02,59,611,59385,0.58,2024-11-23,rejected
566,250,2,49972,3.64,49,655,23275,0.43,2023-12-16,approved
567,432,1,24668,8.9,36,697,46585,0.37,2023-09-05,rejected
568,4971,4,24941,6.9,61,774,79667,0.43,2024-07-22,approved
569,5011,11,44002,5.81,44,646,53041,0.33,2025-03-03,approved
570,4160,12,31125,5.67,26,685,100632,0.49,2024-06-27,approved
571,9664,2,13098,4.85,51,675,47458,0.42,2022-08-07,rejected
572,7025,1,9283,9.09,52,681,42848,0.5,2024-04-26,approved
573,1319,3,471189,3.71,241,724,73700,0.52,2024-03-04,approved
574,1472,11,12734,5.82,30,690,65879,0.19,2024-05-05,rejected
575,6603,19,8235,12.43,17,789,69278,0.42,2024-11-04,approved
576,9270,16,84672,8.21,111,696,47842,0.53,2023-03-24,approved
577,7411,14,11548,11.84,17,790,51704,0.35,2023-06-30,approved
578,8699,13,9936,9.66,6,682,76285,0.18,2022-06-18,approved
579,8784,19,9215,12.2,9,513,56748,0.32,2024-12-29,rejected
580,9615,14,10595,7.6,33,699,59776,0.4,2023-01-08,rejected
581,5359,4,30064,7.66,50,754,46519,0.41,2023-11-23,rejected
582,9586,14,23711,7.68,32,681,37052,0.12,2025-02-09,rejected
583,9871,16,415603,4.59,40,636,79798,0.31,2023-02-02,approved
584,4280,4,26487,7.81,87,587,47366,0.2,2022-11-07,rejected
585,7617,11,45729,7.47,15,661,53593,0.19,2024-08-16,approved
586,1692,2,44560,3.11,64,728,47190,0.35,2025-03-07,approved
587,8771,17,24445,8.21,39,675,61963,0.55,2022-12-04,approved
588,6672,18,29218,4.27,50,679,59011,0.32,2022-07-22,approved
589,9820,10,782,17.52,15,643,54193,0.34,2023-02-07,approved
590,705,16,95847,7.95,88,656,54443,0.57,2024-04-08,rejected
591,9654,19,13591,14.48,13,711,80785,0.4,2022-11-07,rejected
592,459,14,14283,11.89,18,647,72933,0.32,2022-04-30,rejected
593,8485,6,100705,12.36,55,701,45784,0.55,2022-12-20,rejected
594,2920,8,21456,7.49,144,654,91106,0.58,2024-04-26,approved
595,7425,9,976980,3.55,157,797,31082,0.25,2024-05-28,approved
596,5149,1,16721,10.6,15,559,14481,0.59,2022-06-10,rejected
597,5544,6,68310,8.72,47,718,21147,0.25,2023-05-03,rejected
598,7443,6,18288,10.89,82,650,41571,0.54,2023-10-07,approved
599,3217,17,152810,6.9,54,661,71364,0.44,2022-05-31,approved
600,2475,17,121469,7.46,18,705,19438,0.48,2024-08-27,rejected
601,7483,2,31978,6.86,28,714,54765,0.57,2023-07-23,rejected
602,7781,11,8305,8.25,32,729,28248,0.24,2022-06-01,approved
603,6245,17,22156,6.58,34,630,46966,0.27,2024-11-16,rejected
604,7537,11,31408,9.2,59,785,28364,0.5,2023-12-01,rejected
605,2975,9,661085,3.48,180,615,60412,0.13,2024-08-05,rejected
606,1929,6,52802,12.92,22,695,62858,0.38,2024-05-05,approved
607,1981,16,210574,8.74,24,665,60249,0.46,2024-10-09,rejected
608,6319,11,15738,8.67,59,702,61967,0.27,2023-07-06,approved
609,9543,16,174400,6.15,60,674,15155,0.55,2023-08-15,rejected
610,6243,16,244784,8.21,58,686,43774,0.52,2024-03-06,rejected
611,8932,16,195901,4.69,50,684,76683,0.5,2024-10-30,rejected
612,7065,3,205520,3.0,247,706,57415,0.37,2023-01-18,rejected
613,3363,3,215804,4.46,235,668,61794,0.54,2024-02-10,rejected
614,5919,9,233291,3.44,274,722,47295,0.15,2023-03-02,rejected
615,5800,8,11439,6.86,65,697,17763,0.23,2022-06-07,approved
616,2037,4,15842,7.15,37,663,97580,0.31,2022-07-02,approved
617,2325,18,14930,3.29,22,660,57221,0.44,2024-10-10,approved
618,7494,9,495074,4.93,307,691,40364,0.21,2023-10-20,approved
619,8101,9,179286,4.24,355,704,40826,0.32,2024-11-30,approved
620,5600,3,199972,3.2,339,628,54744,0.16,2022-09-26,approved
621,3328,6,20853,7.64,34,681,57726,0.28,2024-09-21,approved
622,5797,11,30365,14.13,22,604,45071,0.27,2024-02-16,approved
623,4015,11,41093,8.25,26,714,39176,0.57,2024-07-14,approved
624,6985,4,23081,9.72,116,618,65604,0.33,2024-07-02,rejected
625,2907,17,73930,5.24,56,658,29145,0.38,2022-04-02,rejected
626,2121,4,23611,4.06,78,708,45394,0.49,2023-03-10,rejected
627,666,10,1762,14.2,16,706,62919,0.16,2024-08-09,approved
628,88,19,2756,12.64,6,673,56859,0.28,2023-01-28,approved
629,7425,4,6551,8.16,111,797,31082,0.16,2024-08-09,rejected
630,5355,16,252931,6.89,36,756,44381,0.43,2022-11-19,rejected
631,7191,17,91290,8.85,49,691,3959,0.26,2023-05-26,approved
632,3330,3,313747,2.75,138,659,52228,0.33,2023-09-07,approved
633,233,19,7233,6.92,17,716,58989,0.37,2024-08-05,approved
634,1305,7,42213,7.95,47,691,56186,0.19,2024-07-26,rejected
635,1188,15,395872,2.43,78,634,36393,0.17,2023-11-05,approved
636,6659,12,13924,7.03,27,755,27165,0.58,2024-07-01,rejected
637,3309,13,9129,7.15,8,677,53677,0.22,2024-09-10,rejected
638,8900,19,12803,6.69,23,716,73800,0.3,2023-08-07,rejected
639,3311,8,23903,6.13,81,623,50792,0.39,2024-03-06,approved
640,9346,15,261350,4.72,351,711,7774,0.25,2023-06-11,rejected
641,5798,9,422189,4.72,197,694,58503,0.56,2023-10-14,rejected
642,5793,12,31610,6.15,28,728,57553,0.58,2024-05-13,approved
643,3003,13,8812,10.35,9,657,37066,0.4,2024-06-20,rejected
644,337,6,20123,9.48,25,740,32828,0.23,2024-05-31,rejected
645,6772,6,14998,12.03,34,733,28382,0.6,2023-01-20,approved
646,6935,20,28369,11.17,30,652,48301,0.27,2022-08-02,approved
647,9783,2,33954,6.49,40,750,80374,0.26,2025-02-23,approved
648,4043,4,10721,8.34,92,688,50379,0.35,2024-04-13,approved
649,4712,15,267202,4.33,277,690,55658,0.12,2022-04-21,rejected
650,737,10,3012,10.57,27,648,68144,0.37,2024-09-11,rejected
651,9663,11,17221,10.51,52,655,56917,0.45,2024-08-02,rejected
652,8511,12,36065,6.31,37,703,61653,0.11,2023-02-09,rejected
653,269,8,22671,7.5,223,619,36455,0.18,2024-04-14,rejected
654,4760,11,32264,14.31,55,624,32212,0.44,2022-11-02,approved
655,779,15,62347,4.76,210,662,39479,0.12,2025-01-06,approved
656,4911,16,242959,5.28,52,593,32706,0.48,2022-07-24,rejected
657,3929,11,32093,7.78,13,695,25382,0.29,2024-11-24,rejected
658,1231,16,147783,6.12,56,725,76418,0.21,2023-11-29,approved
659,5403,5,106487,7.83,87,600,63718,0.43,2022-09-11,approved
660,6756,15,38196,2.1,111,663,49048,0.15,2022-04-08,approved
661,395,16,113843,7.81,48,612,50824,0.32,2024-10-19,approved
662,9385,18,45993,3.16,40,688,35293,0.52,2023-10-26,rejected
663,7479,6,111495,10.59,54,576,55476,0.57,2024-08-01,approved
664,1894,1,26830,7.97,13,604,36586,0.21,2023-08-15,approved
665,7240,8,45425,4.68,179,742,67331,0.41,2024-05-04,approved
666,2343,14,14771,9.46,35,691,60581,0.27,2022-06-27,approved
667,7183,20,36770,9.0,56,694,56546,0.2,2024-01-31,rejected
668,9204,4,32713,8.6,41,662,73279,0.11,2024-02-25,approved
669,7167,18,10028,5.23,14,754,46140,0.37,2022-08-02,approved
670,5443,10,1593,13.8,16,718,53299,0.47,2025-01-27,approved
671,1496,17,185796,9.75,43,659,34635,0.23,2024-01-10,rejected
672,5600,4,14966,5.47,71,628,54744,0.16,2023-02-18,approved
673,1031,5,8048,7.7,30,713,70584,0.54,2025-02-11,approved
674,4746,4,33562,8.31,82,727,63258,0.55,2024-02-25,rejected
675,298,12,29132,4.57,13,671,96981,0.35,2023-09-22,approved
676,5780,11,9952,6.64,12,619,13522,0.19,2022-07-21,approved
677,554,10,1845,16.75,19,675,55101,0.49,2022-09-07,rejected
678,7897,3,133297,4.14,324,655,21962,0.54,2024-12-23,approved
679,6902,1,16441,10.84,18,694,30111,0.51,2024-11-30,approved
680,3996,4,13255,6.49,24,652,92949,0.41,2024-09-12,approved
681,4131,11,48843,5.43,55,710,62194,0.4,2024-02-09,rejected
682,9695,18,31210,5.71,48,735,40752,0.16,2024-08-11,approved
683,7962,1,4816,11.34,54,658,47466,0.26,2022-12-06,rejected
684,1040,8,24849,6.04,160,702,60973,0.18,2022-04-12,approved
685,2363,15,189871,3.25,114,662,24059,0.17,2023-02-09,approved
686,2149,2,49522,4.54,50,713,72529,0.36,2024-02-21,approved
687,6783,3,296326,4.43,330,698,31508,0.13,2023-04-08,approved
688,3375,7,209618,4.91,28,595,80211,0.51,2023-04-23,rejected
689,5271,7,109596,4.93,99,599,62709,0.59,2023-07-24,rejected
690,9989,7,180492,5.33,96,640,90548,0.13,2025-02-27,approved
691,2682,11,8983,8.36,41,659,33004,0.25,2025-02-13,rejected
692,462,17,84802,6.01,54,661,32062,0.38,2023-03-14,rejected
693,3277,11,47499,8.32,40,831,41983,0.34,2023-02-18,approved
694,1295,4,20141,6.95,71,662,42891,0.21,2023-04-12,rejected
695,9624,20,15164,7.46,41,686,80642,0.43,2023-10-16,rejected
696,2102,10,1254,16.66,21,552,43859,0.41,2024-05-02,approved
697,1943,17,50129,7.12,19,770,40034,0.46,2023-09-04,approved
698,7034,12,37456,8.37,45,705,38420,0.57,2022-04-20,rejected
699,2554,9,542874,4.28,338,689,48102,0.31,2023-10-18,rejected
700,8450,17,10704,7.23,23,640,29678,0.39,2022-07-16,rejected
701,2319,20,20162,11.38,28,677,31317,0.55,2023-01-01,rejected
702,3142,4,15159,9.4,40,731,47941,0.33,2022-05-16,rejected
703,2344,10,2584,12.48,10,722,49787,0.29,2025-03-13,approved
704,4651,4,32629,6.03,100,681,27069,0.52,2025-02-20,rejected
705,5890,6,76043,6.97,14,731,86933,0.58,2023-11-17,approved
706,3727,10,3791,9.91,30,616,23371,0.39,2024-03-09,rejected
707,934,11,45593,12.2,33,610,50722,0.19,2022-07-12,rejected
708,7506,2,16288,3.44,31,641,33487,0.11,2024-08-12,approved
709,8187,8,33173,4.29,181,639,68502,0.18,2023-04-04,rejected
710,7496,12,15409,6.46,27,758,72045,0.26,2023-10-16,approved
711,9135,5,104034,8.4,74,648,58418,0.42,2022-10-28,approved
712,2053,4,34257,8.77,91,688,56796,0.2,2023-04-27,rejected
713,617,18,45773,3.84,32,662,12177,0.35,2023-09-22,rejected
714,9872,6,67904,10.07,27,667,55688,0.14,2024-07-07,rejected
715,2052,10,2159,8.92,25,585,29109,0.47,2022-05-06,rejected
716,8178,10,3339,10.36,9,633,37083,0.59,2023-09-05,approved
717,9504,11,32004,9.44,57,653,58321,0.12,2025-03-03,approved
718,9888,18,24050,6.0,37,685,83215,0.3,2022-07-27,approved
719,2200,7,203505,8.52,40,669,33466,0.25,2024-03-26,approved
720,7943,18,46638,6.85,51,799,40494,0.58,2024-01-15,rejected
721,1558,13,1747,14.64,13,676,45535,0.19,2023-12-16,rejected
722,6563,16,131157,6.76,102,751,63791,0.42,2023-06-05,approved
723,9152,18,8704,6.19,24,683,55803,0.57,2023-06-06,approved
724,5312,14,27335,5.55,17,775,42712,0.44,2023-01-29,approved
725,9971,6,74445,12.86,12,627,62718,0.6,2023-07-31,rejected
726,4618,10,1736,15.43,13,727,64584,0.33,2024-08-31,rejected
727,9643,2,15821,5.25,61,745,60344,0.22,2023-01-07,rejected
728,216,6,19927,7.33,80,685,63277,0.4,2023-09-07,rejected
729,891,12,15532,9.73,32,695,86177,0.21,2023-07-19,approved
730,7955,13,4864,13.99,17,704,79462,0.13,2023-11-30,approved
731,6737,3,433049,3.04,321,688,44234,0.14,2024-09-07,rejected
732,9659,1,19974,6.74,25,682,54445,0.11,2023-10-07,approved
733,2666,7,55947,6.5,79,721,57145,0.51,2023-01-03,rejected
734,1098,12,4066,5.36,47,612,61210,0.27,2024-07-19,approved
735,3732,8,13553,4.75,173,624,70580,0.41,2023-07-31,approved
736,5452,4,35843,9.04,79,636,30046,0.49,2024-12-17,rejected
737,6481,16,128055,7.48,46,712,42264,0.53,2023-12-26,approved
738,2775,15,233313,4.05,313,641,42267,0.37,2023-11-23,rejected
739,797,3,273697,3.6,311,703,2074,0.58,2023-08-13,rejected
740,4983,11,14724,6.5,35,635,42962,0.51,2024-02-09,rejected
741,5081,10,1565,17.36,18,510,34533,0.42,2023-01-10,rejected
